win_index,t_start,t_end,n_pkts,pkts_per_s,fc3,fc6,fc16,n_flows,top_flow_share,fc6_addr_entropy,fc6_addr_distinct,fc16_addr_entropy,fc16_addr_distinct,fc16_qty_mean,fc16_qty_std,fc16_qty_max,frame_len_mean,frame_len_std
0,0.0,5.0,170,34.0,74,96,0,6,0.27058823529411763,0.0,1,0.0,0,0.0,0.0,0.0,59.48823529411764,6.880696130389302
1,5.0,10.0,162,32.4,70,92,0,6,0.2839506172839506,0.0,1,0.0,0,0.0,0.0,0.0,59.67283950617284,6.996322002797922
2,10.0,15.0,156,31.2,64,92,0,6,0.2948717948717949,0.0,1,0.0,0,0.0,0.0,0.0,59.48717948717949,6.864519685035944
3,15.0,20.0,166,33.2,72,94,0,6,0.27710843373493976,0.0,1,0.0,0,0.0,0.0,0.0,59.57831325301205,6.9379704020313415
4,20.0,25.0,166,33.2,72,94,0,6,0.27710843373493976,0.0,1,0.0,0,0.0,0.0,0.0,59.57831325301205,6.9379704020313415
5,25.0,30.0,162,32.4,70,92,0,6,0.2777777777777778,0.0,1,0.0,0,0.0,0.0,0.0,59.56172839506173,6.926368793745505
6,30.0,35.0,158,31.6,66,92,0,6,0.2911392405063291,0.0,1,0.0,0,0.0,0.0,0.0,59.550632911392405,6.910409931560363
7,35.0,40.0,164,32.8,70,94,0,6,0.2804878048780488,0.0,1,0.0,0,0.0,0.0,0.0,59.51829268292683,6.895095960505589
8,40.0,45.0,168,33.6,72,96,0,6,0.27380952380952384,0.0,1,0.0,0,0.0,0.0,0.0,59.42857142857143,6.837024057233069
9,45.0,50.0,158,31.6,66,92,0,6,0.2911392405063291,0.0,1,0.0,0,0.0,0.0,0.0,59.550632911392405,6.910409931560363
10,50.0,55.0,164,32.8,70,94,0,6,0.2804878048780488,0.0,1,0.0,0,0.0,0.0,0.0,59.51829268292683,6.89509596050559
11,55.0,60.0,154,30.8,64,90,0,6,0.2922077922077922,0.0,1,0.0,0,0.0,0.0,0.0,59.532467532467535,6.897363350151333
