win_index,t_start,t_end,n_pkts,pkts_per_s,fc3,fc6,fc16,n_flows,top_flow_share,fc6_addr_entropy,fc6_addr_distinct,fc16_addr_entropy,fc16_addr_distinct,fc16_qty_mean,fc16_qty_std,fc16_qty_max,frame_len_mean,frame_len_std
0,0.0,5.0,156,31.2,148,8,0,8,0.16025641025641027,0.0,1,0.0,0,0.0,0.0,0.0,63.6025641025641,8.47974924579328
1,5.0,10.0,136,27.2,136,0,0,8,0.17647058823529413,0.0,0,0.0,0,0.0,0.0,0.0,64.5,8.5
2,10.0,15.0,132,26.4,132,0,0,8,0.18181818181818182,0.0,0,0.0,0,0.0,0.0,0.0,64.5,8.5
3,15.0,20.0,140,28.0,140,0,0,8,0.17857142857142858,0.0,0,0.0,0,0.0,0.0,0.0,64.5,8.5
4,20.0,25.0,144,28.8,144,0,0,8,0.1736111111111111,0.0,0,0.0,0,0.0,0.0,0.0,64.5,8.5
5,25.0,30.0,136,27.2,136,0,0,8,0.17647058823529413,0.0,0,0.0,0,0.0,0.0,0.0,64.5,8.5
6,30.0,35.0,140,28.0,136,4,0,8,0.16428571428571428,0.0,1,0.0,0,0.0,0.0,0.0,64.0,8.500420157682964
7,35.0,40.0,128,25.6,128,0,0,8,0.1796875,0.0,0,0.0,0,0.0,0.0,0.0,64.5,8.5
8,40.0,45.0,136,27.2,136,0,0,8,0.17647058823529413,0.0,0,0.0,0,0.0,0.0,0.0,64.5,8.5
9,45.0,50.0,132,26.4,132,0,0,8,0.17424242424242425,0.0,0,0.0,0,0.0,0.0,0.0,64.5,8.5
10,50.0,55.0,148,29.6,140,8,0,8,0.16216216216216217,0.0,1,0.0,0,0.0,0.0,0.0,63.554054054054056,8.475946717260259
11,55.0,60.0,140,28.0,136,4,0,8,0.16428571428571428,0.0,1,0.0,0,0.0,0.0,0.0,64.0,8.500420157682964
