win_index,t_start,t_end,n_pkts,pkts_per_s,fc3,fc6,fc16,n_flows,top_flow_share,fc6_addr_entropy,fc6_addr_distinct,fc16_addr_entropy,fc16_addr_distinct,fc16_qty_mean,fc16_qty_std,fc16_qty_max,frame_len_mean,frame_len_std
0,0.0,5.0,70,14.0,68,2,0,4,0.32857142857142857,0.0,0,0.0,0,0.0,0.0,0.0,64.0,8.500420157682964
1,5.0,10.0,75,15.0,71,4,0,4,0.3333333333333333,0.0,0,0.0,0,0.0,0.0,0.0,63.45333333333333,8.463716021281012
2,10.0,15.0,81,16.2,75,6,0,4,0.30864197530864196,0.0,0,0.0,0,0.0,0.0,0.0,63.30864197530864,8.455609541817207
3,15.0,20.0,72,14.4,70,2,0,4,0.3333333333333333,0.0,0,0.0,0,0.0,0.0,0.0,64.01388888888889,8.50080560815587
4,20.0,25.0,68,13.6,68,0,0,4,0.35294117647058826,0.0,0,0.0,0,0.0,0.0,0.0,64.5,8.5
5,25.0,30.0,70,14.0,70,0,0,4,0.35714285714285715,0.0,0,0.0,0,0.0,0.0,0.0,64.5,8.5
6,30.0,35.0,70,14.0,68,2,0,4,0.34285714285714286,0.0,0,0.0,0,0.0,0.0,0.0,64.0,8.500420157682964
7,35.0,40.0,68,13.6,68,0,0,4,0.3382352941176471,0.0,0,0.0,0,0.0,0.0,0.0,64.5,8.5
8,40.0,45.0,72,14.4,70,2,0,4,0.3333333333333333,0.0,0,0.0,0,0.0,0.0,0.0,64.01388888888889,8.500805608155872
9,45.0,50.0,72,14.4,70,2,0,4,0.3333333333333333,0.0,0,0.0,0,0.0,0.0,0.0,64.01388888888889,8.50080560815587
10,50.0,55.0,70,14.0,70,0,0,4,0.35714285714285715,0.0,0,0.0,0,0.0,0.0,0.0,64.5,8.5
11,55.0,60.0,72,14.4,70,2,0,4,0.3333333333333333,0.0,0,0.0,0,0.0,0.0,0.0,64.01388888888889,8.50080560815587
