win_index,t_start,t_end,n_pkts,pkts_per_s,fc3,fc6,fc16,n_flows,top_flow_share,fc6_addr_entropy,fc6_addr_distinct,fc16_addr_entropy,fc16_addr_distinct,fc16_qty_mean,fc16_qty_std,fc16_qty_max,frame_len_mean,frame_len_std
0,0.0,5.0,84,16.8,78,6,0,4,0.30952380952380953,0.0,1,0.0,0,0.0,0.0,0.0,63.25,8.445730113072353
1,5.0,10.0,74,14.8,72,2,0,4,0.35135135135135137,0.0,1,0.0,0,0.0,0.0,0.0,64.02702702702703,8.501149322890425
2,10.0,15.0,74,14.8,72,2,0,4,0.33783783783783783,0.0,1,0.0,0,0.0,0.0,0.0,64.02702702702703,8.501149322890425
3,15.0,20.0,72,14.4,72,0,0,4,0.3611111111111111,0.0,0,0.0,0,0.0,0.0,0.0,64.5,8.5
4,20.0,25.0,74,14.8,72,2,0,4,0.33783783783783783,0.0,1,0.0,0,0.0,0.0,0.0,64.02702702702703,8.501149322890425
5,25.0,30.0,78,15.6,74,4,0,4,0.32051282051282054,0.0,1,0.0,0,0.0,0.0,0.0,63.6025641025641,8.479749245793288
6,30.0,35.0,66,13.2,66,0,0,4,0.3484848484848485,0.0,0,0.0,0,0.0,0.0,0.0,64.5,8.5
7,35.0,40.0,70,14.0,70,0,0,4,0.35714285714285715,0.0,0,0.0,0,0.0,0.0,0.0,64.5,8.5
8,40.0,45.0,72,14.4,70,2,0,4,0.3333333333333333,0.0,1,0.0,0,0.0,0.0,0.0,64.01388888888889,8.500805608155872
9,45.0,50.0,70,14.0,70,0,0,4,0.35714285714285715,0.0,0,0.0,0,0.0,0.0,0.0,64.5,8.5
10,50.0,55.0,78,15.6,74,4,0,4,0.32051282051282054,0.0,1,0.0,0,0.0,0.0,0.0,63.6025641025641,8.479749245793288
11,55.0,60.0,66,13.2,66,0,0,4,0.36363636363636365,0.0,0,0.0,0,0.0,0.0,0.0,64.5,8.5
