win_index,t_start,t_end,n_pkts,pkts_per_s,fc3,fc6,fc16,n_flows,top_flow_share,fc6_addr_entropy,fc6_addr_distinct,fc16_addr_entropy,fc16_addr_distinct,fc16_qty_mean,fc16_qty_std,fc16_qty_max,frame_len_mean,frame_len_std
0,0.0,5.0,708,141.6,708,0,0,6,0.4533898305084746,0.0,0,0.0,0,0.0,0.0,0.0,64.11864406779661,8.513866547296647
1,5.0,10.0,716,143.2,714,2,0,6,0.44972067039106145,0.0,1,0.0,0,0.0,0.0,0.0,64.07402234636872,8.512977016031375
2,10.0,15.0,710,142.0,710,0,0,6,0.45211267605633804,0.0,0,0.0,0,0.0,0.0,0.0,64.09436619718309,8.514170248522719
3,15.0,20.0,718,143.6,712,6,0,6,0.44707520891364905,0.0,1,0.0,0,0.0,0.0,0.0,63.977715877437326,8.51049192333874
4,20.0,25.0,720,144.0,716,4,0,6,0.44583333333333336,0.0,1,0.0,0,0.0,0.0,0.0,64.02777777777777,8.511874421820304
5,25.0,30.0,710,142.0,710,0,0,6,0.45211267605633804,0.0,0,0.0,0,0.0,0.0,0.0,64.09436619718309,8.514170248522719
6,30.0,35.0,715,143.0,713,2,0,6,0.4489510489510489,0.0,1,0.0,0,0.0,0.0,0.0,64.06153846153846,8.512376206564616
7,35.0,40.0,709,141.8,709,0,0,6,0.4527503526093089,0.0,0,0.0,0,0.0,0.0,0.0,64.1311706629055,8.514386823118553
8,40.0,45.0,720,144.0,716,4,0,6,0.44583333333333336,0.0,1,0.0,0,0.0,0.0,0.0,64.02777777777777,8.511874421820304
9,45.0,50.0,708,141.6,708,0,0,6,0.4533898305084746,0.0,0,0.0,0,0.0,0.0,0.0,64.09322033898304,8.514182871444556
10,50.0,55.0,710,142.0,708,2,0,6,0.4507042253521127,0.0,1,0.0,0,0.0,0.0,0.0,64.07042253521126,8.512995771440414
11,55.0,60.0,708,141.6,708,0,0,6,0.4533898305084746,0.0,0,0.0,0,0.0,0.0,0.0,64.11864406779661,8.513866547296647
12,60.0,65.0,18,3.6,18,0,0,4,0.4444444444444444,0.0,0,0.0,0,0.0,0.0,0.0,63.5,8.5
