win_index,t_start,t_end,n_pkts,pkts_per_s,fc3,fc6,fc16,n_flows,top_flow_share,fc6_addr_entropy,fc6_addr_distinct,fc16_addr_entropy,fc16_addr_distinct,fc16_qty_mean,fc16_qty_std,fc16_qty_max,frame_len_mean,frame_len_std
0,0.0,5.0,166,33.2,72,94,0,6,0.28313253012048195,0.0,0,0.0,0,0.0,0.0,0.0,59.68674698795181,7.005897190368184
1,5.0,10.0,172,34.4,74,98,0,6,0.26744186046511625,0.0,0,0.0,0,0.0,0.0,0.0,59.343023255813954,6.780084390942075
2,10.0,15.0,162,32.4,68,94,0,6,0.2839506172839506,0.0,0,0.0,0,0.0,0.0,0.0,59.45679012345679,6.850339061115735
3,15.0,20.0,160,32.0,66,94,0,6,0.2875,0.0,0,0.0,0,0.0,0.0,0.0,59.39375,6.803580743806896
4,20.0,25.0,162,32.4,70,92,0,6,0.2839506172839506,0.0,0,0.0,0,0.0,0.0,0.0,59.67283950617284,6.996322002797922
5,25.0,30.0,172,34.4,74,98,0,6,0.26744186046511625,0.0,0,0.0,0,0.0,0.0,0.0,59.343023255813954,6.780084390942075
6,30.0,35.0,172,34.4,76,96,0,6,0.26744186046511625,0.0,0,0.0,0,0.0,0.0,0.0,59.54651162790697,6.9225902141554325
7,35.0,40.0,162,32.4,68,94,0,6,0.2839506172839506,0.0,0,0.0,0,0.0,0.0,0.0,59.45679012345679,6.8503390611157355
8,40.0,45.0,168,33.6,70,98,0,6,0.27976190476190477,0.0,0,0.0,0,0.0,0.0,0.0,59.32738095238095,6.760791218673631
9,45.0,50.0,160,32.0,68,92,0,6,0.2875,0.0,0,0.0,0,0.0,0.0,0.0,59.6125,6.954303973080278
10,50.0,55.0,168,33.6,72,96,0,6,0.27380952380952384,0.0,0,0.0,0,0.0,0.0,0.0,59.42857142857143,6.837024057233069
11,55.0,60.0,166,33.2,72,94,0,6,0.27710843373493976,0.0,0,0.0,0,0.0,0.0,0.0,59.57831325301205,6.9379704020313415
12,60.0,65.0,2,0.4,0,2,0,2,0.5,0.0,0,0.0,0,0.0,0.0,0.0,56.0,0.0
