win_index,t_start,t_end,n_pkts,pkts_per_s,fc3,fc6,fc16,n_flows,top_flow_share,fc6_addr_entropy,fc6_addr_distinct,fc16_addr_entropy,fc16_addr_distinct,fc16_qty_mean,fc16_qty_std,fc16_qty_max,frame_len_mean,frame_len_std
0,0.0,5.0,70,14.0,70,0,0,4,0.35714285714285715,0.0,0,0.0,0,0.0,0.0,0.0,64.5,8.5
1,5.0,10.0,66,13.2,66,0,0,4,0.3484848484848485,0.0,0,0.0,0,0.0,0.0,0.0,64.5,8.5
2,10.0,15.0,76,15.2,74,2,0,4,0.34210526315789475,0.0,0,0.0,0,0.0,0.0,0.0,64.03947368421052,8.501456205717263
3,15.0,20.0,84,16.8,76,8,0,4,0.2857142857142857,0.0,0,0.0,0,0.0,0.0,0.0,62.833333333333336,8.38626049436607
4,20.0,25.0,70,14.0,68,2,0,4,0.34285714285714286,0.0,0,0.0,0,0.0,0.0,0.0,64.0,8.500420157682964
5,25.0,30.0,70,14.0,70,0,0,4,0.34285714285714286,0.0,0,0.0,0,0.0,0.0,0.0,64.5,8.5
6,30.0,35.0,66,13.2,66,0,0,4,0.36363636363636365,0.0,0,0.0,0,0.0,0.0,0.0,64.5,8.5
7,35.0,40.0,78,15.6,72,6,0,4,0.3076923076923077,0.0,0,0.0,0,0.0,0.0,0.0,63.15384615384615,8.433870850018561
8,40.0,45.0,70,14.0,70,0,0,4,0.35714285714285715,0.0,0,0.0,0,0.0,0.0,0.0,64.5,8.5
9,45.0,50.0,74,14.8,70,4,0,4,0.3108108108108108,0.0,0,0.0,0,0.0,0.0,0.0,63.554054054054056,8.475946717260259
10,50.0,55.0,74,14.8,70,4,0,4,0.32432432432432434,0.0,0,0.0,0,0.0,0.0,0.0,63.554054054054056,8.47594671726026
11,55.0,60.0,74,14.8,72,2,0,4,0.32432432432432434,0.0,0,0.0,0,0.0,0.0,0.0,64.02702702702703,8.501149322890425
12,60.0,65.0,2,0.4,2,0,0,2,0.5,0.0,0,0.0,0,0.0,0.0,0.0,64.5,8.5
