win_index,t_start,t_end,n_pkts,pkts_per_s,fc3,fc6,fc16,n_flows,top_flow_share,fc6_addr_entropy,fc6_addr_distinct,fc16_addr_entropy,fc16_addr_distinct,fc16_qty_mean,fc16_qty_std,fc16_qty_max,frame_len_mean,frame_len_std
0,0.0,5.0,718,143.6,714,4,0,6,0.44846796657381616,0.0,1,0.0,0,0.0,0.0,0.0,64.02646239554318,8.511870886072984
1,5.0,10.0,712,142.4,712,0,0,6,0.4508426966292135,0.0,0,0.0,0,0.0,0.0,0.0,64.12078651685393,8.513836421810486
2,10.0,15.0,712,142.4,712,0,0,6,0.45224719101123595,0.0,0,0.0,0,0.0,0.0,0.0,64.09550561797752,8.514157543582073
3,15.0,20.0,710,142.0,710,0,0,6,0.45211267605633804,0.0,0,0.0,0,0.0,0.0,0.0,64.11971830985915,8.51385150952761
4,20.0,25.0,712,142.4,712,0,0,6,0.45224719101123595,0.0,0,0.0,0,0.0,0.0,0.0,64.12078651685393,8.513836421810486
5,25.0,30.0,712,142.4,710,2,0,6,0.4508426966292135,0.0,1,0.0,0,0.0,0.0,0.0,64.04634831460675,8.513164830381095
6,30.0,35.0,714,142.8,712,2,0,6,0.45098039215686275,0.0,1,0.0,0,0.0,0.0,0.0,64.07282913165267,8.512983401474024
7,35.0,40.0,708,141.6,708,0,0,6,0.4533898305084746,0.0,0,0.0,0,0.0,0.0,0.0,64.11864406779661,8.513866547296647
8,40.0,45.0,720,144.0,716,4,0,6,0.44722222222222224,0.0,1,0.0,0,0.0,0.0,0.0,64.00277777777778,8.51191929365689
9,45.0,50.0,708,141.6,708,0,0,6,0.4533898305084746,0.0,0,0.0,0,0.0,0.0,0.0,64.11864406779661,8.513866547296647
10,50.0,55.0,712,142.4,712,0,0,6,0.45224719101123595,0.0,0,0.0,0,0.0,0.0,0.0,64.12078651685393,8.513836421810486
11,55.0,60.0,714,142.8,712,2,0,6,0.4495798319327731,0.0,1,0.0,0,0.0,0.0,0.0,64.07282913165267,8.512983401474024
12,60.0,65.0,32,6.4,32,0,0,6,0.40625,0.0,0,0.0,0,0.0,0.0,0.0,63.9375,8.514463796975122
