win_index,t_start,t_end,n_pkts,pkts_per_s,fc3,fc6,fc16,n_flows,top_flow_share,fc6_addr_entropy,fc6_addr_distinct,fc16_addr_entropy,fc16_addr_distinct,fc16_qty_mean,fc16_qty_std,fc16_qty_max,frame_len_mean,frame_len_std
0,0.0,5.0,712,142.4,710,2,0,6,0.45224719101123595,0.0,0,0.0,0,0.0,0.0,0.0,64.07162921348315,8.512989654127452
1,5.0,10.0,714,142.8,714,0,0,6,0.4523809523809524,0.0,0,0.0,0,0.0,0.0,0.0,64.09663865546219,8.514144758592652
2,10.0,15.0,722,144.4,718,4,0,6,0.44598337950138506,0.0,0,0.0,0,0.0,0.0,0.0,64.02908587257618,8.511877736391313
3,15.0,20.0,718,143.6,716,2,0,6,0.44986072423398327,0.0,0,0.0,0,0.0,0.0,0.0,64.07520891364902,8.512970500306283
4,20.0,25.0,714,142.8,714,0,0,6,0.4523809523809524,0.0,0,0.0,0,0.0,0.0,0.0,64.09663865546219,8.514144758592652
5,25.0,30.0,718,143.6,716,2,0,6,0.44846796657381616,0.0,0,0.0,0,0.0,0.0,0.0,64.07520891364902,8.512970500306283
6,30.0,35.0,712,142.4,712,0,0,6,0.45365168539325845,0.0,0,0.0,0,0.0,0.0,0.0,64.12078651685393,8.513836421810486
7,35.0,40.0,722,144.4,716,6,0,6,0.44598337950138506,0.0,0,0.0,0,0.0,0.0,0.0,63.95567867036011,8.510428808269618
8,40.0,45.0,718,143.6,716,2,0,6,0.44986072423398327,0.0,0,0.0,0,0.0,0.0,0.0,64.07520891364902,8.512970500306283
9,45.0,50.0,722,144.4,718,4,0,6,0.44598337950138506,0.0,0,0.0,0,0.0,0.0,0.0,64.02908587257618,8.51187773639131
10,50.0,55.0,708,141.6,708,0,0,6,0.4533898305084746,0.0,0,0.0,0,0.0,0.0,0.0,64.09322033898304,8.514182871444556
11,55.0,60.0,712,142.4,712,0,0,6,0.45365168539325845,0.0,0,0.0,0,0.0,0.0,0.0,64.12078651685393,8.513836421810486
