win_index,t_start,t_end,n_pkts,pkts_per_s,fc3,fc6,fc16,n_flows,top_flow_share,fc6_addr_entropy,fc6_addr_distinct,fc16_addr_entropy,fc16_addr_distinct,fc16_qty_mean,fc16_qty_std,fc16_qty_max,frame_len_mean,frame_len_std
0,0.0,5.0,72,14.4,70,2,0,4,0.3333333333333333,0.0,0,0.0,0,0.0,0.0,0.0,64.01388888888889,8.500805608155872
1,5.0,10.0,72,14.4,70,2,0,4,0.3333333333333333,0.0,0,0.0,0,0.0,0.0,0.0,64.01388888888889,8.50080560815587
2,10.0,15.0,70,14.0,68,2,0,4,0.34285714285714286,0.0,0,0.0,0,0.0,0.0,0.0,64.0,8.500420157682964
3,15.0,20.0,70,14.0,70,0,0,4,0.34285714285714286,0.0,0,0.0,0,0.0,0.0,0.0,64.5,8.5
4,20.0,25.0,72,14.4,70,2,0,4,0.3333333333333333,0.0,0,0.0,0,0.0,0.0,0.0,64.01388888888889,8.50080560815587
5,25.0,30.0,78,15.6,72,6,0,4,0.3076923076923077,0.0,0,0.0,0,0.0,0.0,0.0,63.15384615384615,8.433870850018561
6,30.0,35.0,68,13.6,68,0,0,4,0.35294117647058826,0.0,0,0.0,0,0.0,0.0,0.0,64.5,8.5
7,35.0,40.0,70,14.0,70,0,0,4,0.37142857142857144,0.0,0,0.0,0,0.0,0.0,0.0,64.5,8.5
8,40.0,45.0,66,13.2,66,0,0,4,0.3484848484848485,0.0,0,0.0,0,0.0,0.0,0.0,64.5,8.5
9,45.0,50.0,68,13.6,68,0,0,4,0.35294117647058826,0.0,0,0.0,0,0.0,0.0,0.0,64.5,8.5
10,50.0,55.0,70,14.0,68,2,0,4,0.32857142857142857,0.0,0,0.0,0,0.0,0.0,0.0,64.0,8.500420157682964
11,55.0,60.0,68,13.6,66,2,0,4,0.3382352941176471,0.0,0,0.0,0,0.0,0.0,0.0,63.98529411764706,8.499987278638965
