win_index,t_start,t_end,n_pkts,pkts_per_s,fc3,fc6,fc16,n_flows,top_flow_share,fc6_addr_entropy,fc6_addr_distinct,fc16_addr_entropy,fc16_addr_distinct,fc16_qty_mean,fc16_qty_std,fc16_qty_max,frame_len_mean,frame_len_std
0,0.0,5.0,156,31.2,64,92,0,6,0.2948717948717949,0.0,0,0.0,0,0.0,0.0,0.0,59.48717948717949,6.864519685035944
1,5.0,10.0,166,33.2,70,96,0,6,0.28313253012048195,0.0,0,0.0,0,0.0,0.0,0.0,59.475903614457835,6.864174330807896
2,10.0,15.0,170,34.0,74,96,0,6,0.27058823529411763,0.0,0,0.0,0,0.0,0.0,0.0,59.48823529411764,6.880696130389302
3,15.0,20.0,164,32.8,68,96,0,6,0.2804878048780488,0.0,0,0.0,0,0.0,0.0,0.0,59.30487804878049,6.743902439024397
4,20.0,25.0,162,32.4,68,94,0,6,0.2839506172839506,0.0,0,0.0,0,0.0,0.0,0.0,59.45679012345679,6.850339061115735
5,25.0,30.0,168,33.6,74,94,0,6,0.27380952380952384,0.0,0,0.0,0,0.0,0.0,0.0,59.63690476190476,6.9790721132796865
6,30.0,35.0,168,33.6,72,96,0,6,0.27380952380952384,0.0,0,0.0,0,0.0,0.0,0.0,59.42857142857143,6.837024057233069
7,35.0,40.0,162,32.4,66,96,0,6,0.29012345679012347,0.0,0,0.0,0,0.0,0.0,0.0,59.351851851851855,6.771830015278723
8,40.0,45.0,166,33.2,70,96,0,6,0.27710843373493976,0.0,0,0.0,0,0.0,0.0,0.0,59.36746987951807,6.791465381802762
9,45.0,50.0,162,32.4,68,94,0,6,0.2839506172839506,0.0,0,0.0,0,0.0,0.0,0.0,59.45679012345679,6.850339061115735
10,50.0,55.0,168,33.6,72,96,0,6,0.27380952380952384,0.0,0,0.0,0,0.0,0.0,0.0,59.42857142857143,6.837024057233069
11,55.0,60.0,162,32.4,68,94,0,6,0.2839506172839506,0.0,0,0.0,0,0.0,0.0,0.0,59.45679012345679,6.850339061115735
