win_index,t_start,t_end,n_pkts,pkts_per_s,fc3,fc6,fc16,n_flows,top_flow_share,fc6_addr_entropy,fc6_addr_distinct,fc16_addr_entropy,fc16_addr_distinct,fc16_qty_mean,fc16_qty_std,fc16_qty_max,frame_len_mean,frame_len_std
0,0.0,5.0,166,33.2,72,94,0,6,0.27710843373493976,0.0,0,0.0,0,0.0,0.0,0.0,59.57831325301205,6.9379704020313415
1,5.0,10.0,170,34.0,72,98,0,6,0.27647058823529413,0.0,0,0.0,0,0.0,0.0,0.0,59.38823529411765,6.806733893548206
2,10.0,15.0,160,32.0,68,92,0,6,0.2875,0.0,0,0.0,0,0.0,0.0,0.0,59.6125,6.954303973080278
3,15.0,20.0,170,34.0,72,98,0,6,0.27058823529411763,0.0,0,0.0,0,0.0,0.0,0.0,59.28235294117647,6.7337809756758205
4,20.0,25.0,162,32.4,70,92,0,6,0.2839506172839506,0.0,0,0.0,0,0.0,0.0,0.0,59.67283950617284,6.996322002797922
5,25.0,30.0,156,31.2,64,92,0,6,0.2948717948717949,0.0,0,0.0,0,0.0,0.0,0.0,59.48717948717949,6.864519685035944
6,30.0,35.0,166,33.2,72,94,0,6,0.27710843373493976,0.0,0,0.0,0,0.0,0.0,0.0,59.57831325301205,6.9379704020313415
7,35.0,40.0,170,34.0,72,98,0,6,0.27058823529411763,0.0,0,0.0,0,0.0,0.0,0.0,59.28235294117647,6.73378097567582
8,40.0,45.0,164,32.8,70,94,0,6,0.2804878048780488,0.0,0,0.0,0,0.0,0.0,0.0,59.51829268292683,6.89509596050559
9,45.0,50.0,164,32.8,70,94,0,6,0.2804878048780488,0.0,0,0.0,0,0.0,0.0,0.0,59.51829268292683,6.89509596050559
10,50.0,55.0,176,35.2,76,100,0,6,0.26704545454545453,0.0,0,0.0,0,0.0,0.0,0.0,59.36363636363637,6.795188501937189
11,55.0,60.0,164,32.8,70,94,0,6,0.2804878048780488,0.0,0,0.0,0,0.0,0.0,0.0,59.51829268292683,6.89509596050559
12,60.0,65.0,4,0.8,2,2,0,4,0.25,0.0,0,0.0,0,0.0,0.0,0.0,60.25,7.361215932167728
