win_index,t_start,t_end,n_pkts,pkts_per_s,fc3,fc6,fc16,n_flows,top_flow_share,fc6_addr_entropy,fc6_addr_distinct,fc16_addr_entropy,fc16_addr_distinct,fc16_qty_mean,fc16_qty_std,fc16_qty_max,frame_len_mean,frame_len_std
0,0.0,5.0,712,142.4,712,0,0,6,0.45365168539325845,0.0,0,0.0,0,0.0,0.0,0.0,64.12078651685393,8.513836421810486
1,5.0,10.0,726,145.2,720,6,0,6,0.44352617079889806,0.0,0,0.0,0,0.0,0.0,0.0,63.98347107438016,8.510551031556854
2,10.0,15.0,712,142.4,712,0,0,6,0.45224719101123595,0.0,0,0.0,0,0.0,0.0,0.0,64.09550561797752,8.514157543582073
3,15.0,20.0,714,142.8,714,0,0,6,0.453781512605042,0.0,0,0.0,0,0.0,0.0,0.0,64.1218487394958,8.513821285690883
4,20.0,25.0,718,143.6,718,0,0,6,0.44846796657381616,0.0,0,0.0,0,0.0,0.0,0.0,64.12395543175488,8.51379087427792
5,25.0,30.0,712,142.4,712,0,0,6,0.45365168539325845,0.0,0,0.0,0,0.0,0.0,0.0,64.09550561797752,8.514157543582073
6,30.0,35.0,726,145.2,722,4,0,6,0.44490358126721763,0.0,0,0.0,0,0.0,0.0,0.0,64.03168044077135,8.51188371594382
7,35.0,40.0,718,143.6,714,4,0,6,0.44846796657381616,0.0,0,0.0,0,0.0,0.0,0.0,64.00139275766017,8.511911906251209
8,40.0,45.0,714,142.8,714,0,0,6,0.45098039215686275,0.0,0,0.0,0,0.0,0.0,0.0,64.1218487394958,8.513821285690883
9,45.0,50.0,718,143.6,716,2,0,6,0.44986072423398327,0.0,0,0.0,0,0.0,0.0,0.0,64.07520891364902,8.512970500306283
10,50.0,55.0,716,143.2,716,0,0,6,0.45251396648044695,0.0,0,0.0,0,0.0,0.0,0.0,64.09776536312849,8.514131895488381
11,55.0,60.0,712,142.4,712,0,0,6,0.4508426966292135,0.0,0,0.0,0,0.0,0.0,0.0,64.12078651685393,8.513836421810486
