win_index,t_start,t_end,n_pkts,pkts_per_s,fc3,fc6,fc16,n_flows,top_flow_share,fc6_addr_entropy,fc6_addr_distinct,fc16_addr_entropy,fc16_addr_distinct,fc16_qty_mean,fc16_qty_std,fc16_qty_max,frame_len_mean,frame_len_std
0,0.0,5.0,152,30.4,144,8,0,8,0.15789473684210525,0.0,1,0.0,0,0.0,0.0,0.0,63.578947368421055,8.477932900205548
1,5.0,10.0,152,30.4,144,8,0,8,0.15789473684210525,0.0,1,0.0,0,0.0,0.0,0.0,63.578947368421055,8.47793290020555
2,10.0,15.0,140,28.0,140,0,0,8,0.17857142857142858,0.0,0,0.0,0,0.0,0.0,0.0,64.5,8.5
3,15.0,20.0,164,32.8,152,12,0,8,0.14634146341463414,0.0,1,0.0,0,0.0,0.0,0.0,63.21951219512195,8.442090236838533
4,20.0,25.0,164,32.8,148,16,0,8,0.14634146341463414,0.0,1,0.0,0,0.0,0.0,0.0,62.792682926829265,8.379326774398255
5,25.0,30.0,144,28.8,140,4,0,8,0.16666666666666666,0.0,1,0.0,0,0.0,0.0,0.0,64.01388888888889,8.500805608155865
6,30.0,35.0,144,28.8,140,4,0,8,0.16666666666666666,0.0,1,0.0,0,0.0,0.0,0.0,64.01388888888889,8.500805608155865
7,35.0,40.0,152,30.4,144,8,0,8,0.15789473684210525,0.0,1,0.0,0,0.0,0.0,0.0,63.578947368421055,8.477932900205548
8,40.0,45.0,164,32.8,152,12,0,8,0.1524390243902439,0.0,1,0.0,0,0.0,0.0,0.0,63.21951219512195,8.442090236838535
9,45.0,50.0,132,26.4,132,0,0,8,0.18181818181818182,0.0,0,0.0,0,0.0,0.0,0.0,64.5,8.5
10,50.0,55.0,136,27.2,136,0,0,8,0.17647058823529413,0.0,0,0.0,0,0.0,0.0,0.0,64.5,8.5
11,55.0,60.0,136,27.2,132,4,0,8,0.16911764705882354,0.0,1,0.0,0,0.0,0.0,0.0,63.98529411764706,8.499987278638958
