win_index,t_start,t_end,n_pkts,pkts_per_s,fc3,fc6,fc16,n_flows,top_flow_share,fc6_addr_entropy,fc6_addr_distinct,fc16_addr_entropy,fc16_addr_distinct,fc16_qty_mean,fc16_qty_std,fc16_qty_max,frame_len_mean,frame_len_std
0,0.0,5.0,72,14.4,70,2,0,4,0.3333333333333333,0.0,0,0.0,0,0.0,0.0,0.0,64.01388888888889,8.500805608155872
1,5.0,10.0,68,13.6,68,0,0,4,0.36764705882352944,0.0,0,0.0,0,0.0,0.0,0.0,64.5,8.5
2,10.0,15.0,74,14.8,72,2,0,4,0.32432432432432434,0.0,0,0.0,0,0.0,0.0,0.0,64.02702702702703,8.501149322890424
3,15.0,20.0,80,16.0,74,6,0,4,0.3,0.0,0,0.0,0,0.0,0.0,0.0,63.1875,8.43814812325548
4,20.0,25.0,70,14.0,68,2,0,4,0.32857142857142857,0.0,0,0.0,0,0.0,0.0,0.0,64.0,8.500420157682964
5,25.0,30.0,66,13.2,66,0,0,4,0.36363636363636365,0.0,0,0.0,0,0.0,0.0,0.0,64.5,8.5
6,30.0,35.0,74,14.8,72,2,0,4,0.32432432432432434,0.0,0,0.0,0,0.0,0.0,0.0,64.02702702702703,8.501149322890425
7,35.0,40.0,78,15.6,72,6,0,4,0.3076923076923077,0.0,0,0.0,0,0.0,0.0,0.0,63.15384615384615,8.433870850018561
8,40.0,45.0,76,15.2,74,2,0,4,0.32894736842105265,0.0,0,0.0,0,0.0,0.0,0.0,64.03947368421052,8.501456205717263
9,45.0,50.0,74,14.8,70,4,0,4,0.32432432432432434,0.0,0,0.0,0,0.0,0.0,0.0,63.554054054054056,8.47594671726026
10,50.0,55.0,72,14.4,70,2,0,4,0.3333333333333333,0.0,0,0.0,0,0.0,0.0,0.0,64.01388888888889,8.50080560815587
11,55.0,60.0,64,12.8,64,0,0,4,0.359375,0.0,0,0.0,0,0.0,0.0,0.0,64.5,8.5
