win_index,t_start,t_end,n_pkts,pkts_per_s,fc3,fc6,fc16,n_flows,top_flow_share,fc6_addr_entropy,fc6_addr_distinct,fc16_addr_entropy,fc16_addr_distinct,fc16_qty_mean,fc16_qty_std,fc16_qty_max,frame_len_mean,frame_len_std
0,0.0,5.0,726,145.2,720,6,0,6,0.4462809917355372,0.0,0,0.0,0,0.0,0.0,0.0,63.98347107438016,8.510551031556854
1,5.0,10.0,716,143.2,714,2,0,6,0.4511173184357542,0.0,0,0.0,0,0.0,0.0,0.0,64.07402234636872,8.512977016031375
2,10.0,15.0,724,144.8,720,4,0,6,0.44751381215469616,0.0,0,0.0,0,0.0,0.0,0.0,64.00552486187846,8.511933279222431
3,15.0,20.0,712,142.4,712,0,0,6,0.45224719101123595,0.0,0,0.0,0,0.0,0.0,0.0,64.12078651685393,8.513836421810486
4,20.0,25.0,718,143.6,716,2,0,6,0.45125348189415043,0.0,0,0.0,0,0.0,0.0,0.0,64.05013927576601,8.513155065708734
5,25.0,30.0,714,142.8,714,0,0,6,0.453781512605042,0.0,0,0.0,0,0.0,0.0,0.0,64.1218487394958,8.513821285690883
6,30.0,35.0,718,143.6,714,4,0,6,0.44986072423398327,0.0,0,0.0,0,0.0,0.0,0.0,64.02646239554318,8.511870886072984
7,35.0,40.0,718,143.6,716,2,0,6,0.44846796657381616,0.0,0,0.0,0,0.0,0.0,0.0,64.05013927576601,8.513155065708732
8,40.0,45.0,726,145.2,722,4,0,6,0.44490358126721763,0.0,0,0.0,0,0.0,0.0,0.0,64.03168044077135,8.511883715943819
9,45.0,50.0,714,142.8,712,2,0,6,0.4495798319327731,0.0,0,0.0,0,0.0,0.0,0.0,64.07282913165267,8.512983401474024
10,50.0,55.0,718,143.6,718,0,0,6,0.44986072423398327,0.0,0,0.0,0,0.0,0.0,0.0,64.09888579387187,8.51411895616742
11,55.0,60.0,710,142.0,710,0,0,6,0.4535211267605634,0.0,0,0.0,0,0.0,0.0,0.0,64.11971830985915,8.51385150952761
12,60.0,65.0,6,1.2,6,0,0,4,0.3333333333333333,0.0,0,0.0,0,0.0,0.0,0.0,64.5,8.5
