win_index,t_start,t_end,n_pkts,pkts_per_s,fc3,fc6,fc16,n_flows,top_flow_share,fc6_addr_entropy,fc6_addr_distinct,fc16_addr_entropy,fc16_addr_distinct,fc16_qty_mean,fc16_qty_std,fc16_qty_max,frame_len_mean,frame_len_std
0,0.0,5.0,80,16.0,78,2,0,4,0.3375,0.0,1,0.0,0,0.0,0.0,0.0,64.0625,8.501975873289691
1,5.0,10.0,76,15.2,72,4,0,4,0.32894736842105265,0.0,1,0.0,0,0.0,0.0,0.0,63.578947368421055,8.477932900205554
2,10.0,15.0,70,14.0,70,0,0,4,0.35714285714285715,0.0,0,0.0,0,0.0,0.0,0.0,64.5,8.5
3,15.0,20.0,70,14.0,70,0,0,4,0.35714285714285715,0.0,0,0.0,0,0.0,0.0,0.0,64.5,8.5
4,20.0,25.0,68,13.6,68,0,0,4,0.36764705882352944,0.0,0,0.0,0,0.0,0.0,0.0,64.5,8.5
5,25.0,30.0,68,13.6,68,0,0,4,0.35294117647058826,0.0,0,0.0,0,0.0,0.0,0.0,64.5,8.5
6,30.0,35.0,80,16.0,74,6,0,4,0.3,0.0,1,0.0,0,0.0,0.0,0.0,63.1875,8.43814812325548
7,35.0,40.0,70,14.0,70,0,0,4,0.35714285714285715,0.0,0,0.0,0,0.0,0.0,0.0,64.5,8.5
8,40.0,45.0,70,14.0,70,0,0,4,0.35714285714285715,0.0,0,0.0,0,0.0,0.0,0.0,64.5,8.5
9,45.0,50.0,80,16.0,76,4,0,4,0.325,0.0,1,0.0,0,0.0,0.0,0.0,63.625,8.481413502477048
10,50.0,55.0,78,15.6,76,2,0,4,0.3333333333333333,0.0,1,0.0,0,0.0,0.0,0.0,64.05128205128206,8.501730496391161
11,55.0,60.0,78,15.6,74,4,0,4,0.32051282051282054,0.0,1,0.0,0,0.0,0.0,0.0,63.6025641025641,8.479749245793288
