win_index,t_start,t_end,n_pkts,pkts_per_s,fc3,fc6,fc16,n_flows,top_flow_share,fc6_addr_entropy,fc6_addr_distinct,fc16_addr_entropy,fc16_addr_distinct,fc16_qty_mean,fc16_qty_std,fc16_qty_max,frame_len_mean,frame_len_std
0,0.0,5.0,718,143.6,716,2,0,6,0.44986072423398327,0.0,0,0.0,0,0.0,0.0,0.0,64.07520891364902,8.512970500306283
1,5.0,10.0,722,144.4,716,6,0,6,0.44598337950138506,0.0,0,0.0,0,0.0,0.0,0.0,63.95567867036011,8.510428808269618
2,10.0,15.0,722,144.4,720,2,0,6,0.4473684210526316,0.0,0,0.0,0,0.0,0.0,0.0,64.07756232686981,8.512957087820851
3,15.0,20.0,708,141.6,708,0,0,6,0.4548022598870056,0.0,0,0.0,0,0.0,0.0,0.0,64.11864406779661,8.513866547296647
4,20.0,25.0,728,145.6,722,6,0,6,0.44505494505494503,0.0,0,0.0,0,0.0,0.0,0.0,63.96016483516483,8.510485192666053
5,25.0,30.0,712,142.4,712,0,0,6,0.45224719101123595,0.0,0,0.0,0,0.0,0.0,0.0,64.12078651685393,8.513836421810486
6,30.0,35.0,718,143.6,716,2,0,6,0.44986072423398327,0.0,0,0.0,0,0.0,0.0,0.0,64.07520891364902,8.512970500306283
7,35.0,40.0,718,143.6,716,2,0,6,0.44986072423398327,0.0,0,0.0,0,0.0,0.0,0.0,64.05013927576601,8.513155065708734
8,40.0,45.0,720,144.0,718,2,0,6,0.45,0.0,0,0.0,0,0.0,0.0,0.0,64.07638888888889,8.512963856762378
9,45.0,50.0,716,143.2,714,2,0,6,0.4511173184357542,0.0,0,0.0,0,0.0,0.0,0.0,64.04888268156425,8.51315848946104
10,50.0,55.0,708,141.6,708,0,0,6,0.4548022598870056,0.0,0,0.0,0,0.0,0.0,0.0,64.11864406779661,8.513866547296647
11,55.0,60.0,716,143.2,714,2,0,6,0.4511173184357542,0.0,0,0.0,0,0.0,0.0,0.0,64.07402234636872,8.512977016031375
12,60.0,65.0,32,6.4,32,0,0,6,0.4375,0.0,0,0.0,0,0.0,0.0,0.0,63.9375,8.514463796975122
