win_index,t_start,t_end,n_pkts,pkts_per_s,fc3,fc6,fc16,n_flows,top_flow_share,fc6_addr_entropy,fc6_addr_distinct,fc16_addr_entropy,fc16_addr_distinct,fc16_qty_mean,fc16_qty_std,fc16_qty_max,frame_len_mean,frame_len_std
0,0.0,5.0,168,33.6,72,96,0,6,0.27976190476190477,0.0,0,0.0,0,0.0,0.0,0.0,59.535714285714285,6.907460474304697
1,5.0,10.0,160,32.0,68,92,0,6,0.2875,0.0,0,0.0,0,0.0,0.0,0.0,59.6125,6.954303973080278
2,10.0,15.0,164,32.8,70,94,0,6,0.2804878048780488,0.0,0,0.0,0,0.0,0.0,0.0,59.51829268292683,6.89509596050559
3,15.0,20.0,164,32.8,70,94,0,6,0.2804878048780488,0.0,0,0.0,0,0.0,0.0,0.0,59.51829268292683,6.89509596050559
4,20.0,25.0,162,32.4,70,92,0,6,0.2839506172839506,0.0,0,0.0,0,0.0,0.0,0.0,59.67283950617284,6.996322002797922
5,25.0,30.0,166,33.2,70,96,0,6,0.28313253012048195,0.0,0,0.0,0,0.0,0.0,0.0,59.475903614457835,6.864174330807896
6,30.0,35.0,168,33.6,72,96,0,6,0.27380952380952384,0.0,0,0.0,0,0.0,0.0,0.0,59.42857142857143,6.837024057233069
7,35.0,40.0,174,34.8,76,98,0,6,0.26436781609195403,0.0,0,0.0,0,0.0,0.0,0.0,59.40229885057471,6.824499089217772
8,40.0,45.0,164,32.8,70,94,0,6,0.2804878048780488,0.0,0,0.0,0,0.0,0.0,0.0,59.51829268292683,6.89509596050559
9,45.0,50.0,162,32.4,68,94,0,6,0.29012345679012347,0.0,0,0.0,0,0.0,0.0,0.0,59.5679012345679,6.922745247950646
10,50.0,55.0,158,31.6,66,92,0,6,0.2911392405063291,0.0,0,0.0,0,0.0,0.0,0.0,59.550632911392405,6.910409931560363
11,55.0,60.0,172,34.4,74,98,0,6,0.26744186046511625,0.0,0,0.0,0,0.0,0.0,0.0,59.343023255813954,6.780084390942075
