win_index,t_start,t_end,n_pkts,pkts_per_s,fc3,fc6,fc16,n_flows,top_flow_share,fc6_addr_entropy,fc6_addr_distinct,fc16_addr_entropy,fc16_addr_distinct,fc16_qty_mean,fc16_qty_std,fc16_qty_max,frame_len_mean,frame_len_std
0,0.0,5.0,140,28.0,140,0,0,8,0.17857142857142858,0.0,0,0.0,0,0.0,0.0,0.0,64.5,8.5
1,5.0,10.0,136,27.2,136,0,0,8,0.17647058823529413,0.0,0,0.0,0,0.0,0.0,0.0,64.5,8.5
2,10.0,15.0,144,28.8,136,8,0,8,0.1597222222222222,0.0,1,0.0,0,0.0,0.0,0.0,63.52777777777778,8.473770350358642
3,15.0,20.0,148,29.6,144,4,0,8,0.16891891891891891,0.0,1,0.0,0,0.0,0.0,0.0,64.02702702702703,8.501149322890425
4,20.0,25.0,144,28.8,140,4,0,8,0.1736111111111111,0.0,1,0.0,0,0.0,0.0,0.0,64.01388888888889,8.500805608155865
5,25.0,30.0,152,30.4,144,8,0,8,0.1513157894736842,0.0,1,0.0,0,0.0,0.0,0.0,63.578947368421055,8.47793290020555
6,30.0,35.0,144,28.8,140,4,0,8,0.1736111111111111,0.0,1,0.0,0,0.0,0.0,0.0,64.01388888888889,8.500805608155865
7,35.0,40.0,168,33.6,152,16,0,8,0.14285714285714285,0.0,1,0.0,0,0.0,0.0,0.0,62.833333333333336,8.38626049436608
8,40.0,45.0,136,27.2,136,0,0,8,0.17647058823529413,0.0,0,0.0,0,0.0,0.0,0.0,64.5,8.5
9,45.0,50.0,140,28.0,140,0,0,8,0.17857142857142858,0.0,0,0.0,0,0.0,0.0,0.0,64.5,8.5
10,50.0,55.0,128,25.6,128,0,0,8,0.1796875,0.0,0,0.0,0,0.0,0.0,0.0,64.5,8.5
11,55.0,60.0,124,24.8,124,0,0,8,0.1774193548387097,0.0,0,0.0,0,0.0,0.0,0.0,64.5,8.5
