win_index,t_start,t_end,n_pkts,pkts_per_s,fc3,fc6,fc16,n_flows,top_flow_share,fc6_addr_entropy,fc6_addr_distinct,fc16_addr_entropy,fc16_addr_distinct,fc16_qty_mean,fc16_qty_std,fc16_qty_max,frame_len_mean,frame_len_std
0,0.0,5.0,170,34.0,74,96,0,6,0.27058823529411763,0.0,1,0.0,0,0.0,0.0,0.0,59.48823529411764,6.880696130389302
1,5.0,10.0,160,32.0,66,94,0,6,0.2875,0.0,1,0.0,0,0.0,0.0,0.0,59.39375,6.803580743806896
2,10.0,15.0,164,32.8,70,94,0,6,0.2804878048780488,0.0,1,0.0,0,0.0,0.0,0.0,59.51829268292683,6.89509596050559
3,15.0,20.0,164,32.8,70,94,0,6,0.2804878048780488,0.0,1,0.0,0,0.0,0.0,0.0,59.51829268292683,6.895095960505589
4,20.0,25.0,158,31.6,66,92,0,6,0.2911392405063291,0.0,1,0.0,0,0.0,0.0,0.0,59.550632911392405,6.910409931560363
5,25.0,30.0,168,33.6,72,96,0,6,0.27380952380952384,0.0,1,0.0,0,0.0,0.0,0.0,59.42857142857143,6.837024057233069
6,30.0,35.0,158,31.6,66,92,0,6,0.2911392405063291,0.0,1,0.0,0,0.0,0.0,0.0,59.550632911392405,6.910409931560363
7,35.0,40.0,166,33.2,72,94,0,6,0.27710843373493976,0.0,1,0.0,0,0.0,0.0,0.0,59.57831325301205,6.9379704020313415
8,40.0,45.0,164,32.8,70,94,0,6,0.2804878048780488,0.0,1,0.0,0,0.0,0.0,0.0,59.51829268292683,6.89509596050559
9,45.0,50.0,166,33.2,72,94,0,6,0.28313253012048195,0.0,1,0.0,0,0.0,0.0,0.0,59.68674698795181,7.005897190368184
10,50.0,55.0,156,31.2,64,92,0,6,0.2948717948717949,0.0,1,0.0,0,0.0,0.0,0.0,59.48717948717949,6.864519685035944
11,55.0,60.0,172,34.4,74,98,0,6,0.26744186046511625,0.0,1,0.0,0,0.0,0.0,0.0,59.343023255813954,6.780084390942075
12,60.0,65.0,6,1.2,4,2,0,6,0.16666666666666666,0.0,1,0.0,0,0.0,0.0,0.0,61.666666666666664,8.013876853447538
