win_index,t_start,t_end,n_pkts,pkts_per_s,fc3,fc6,fc16,n_flows,top_flow_share,fc6_addr_entropy,fc6_addr_distinct,fc16_addr_entropy,fc16_addr_distinct,fc16_qty_mean,fc16_qty_std,fc16_qty_max,frame_len_mean,frame_len_std
0,0.0,5.0,162,32.4,68,94,0,6,0.29012345679012347,0.0,1,0.0,0,0.0,0.0,0.0,59.5679012345679,6.922745247950646
1,5.0,10.0,158,31.6,68,90,0,6,0.2848101265822785,0.0,1,0.0,0,0.0,0.0,0.0,59.65822784810127,6.986218034752264
2,10.0,15.0,166,33.2,70,96,0,6,0.27710843373493976,0.0,1,0.0,0,0.0,0.0,0.0,59.36746987951807,6.791465381802762
3,15.0,20.0,170,34.0,74,96,0,6,0.27058823529411763,0.0,1,0.0,0,0.0,0.0,0.0,59.48823529411764,6.880696130389302
4,20.0,25.0,166,33.2,70,96,0,6,0.27710843373493976,0.0,1,0.0,0,0.0,0.0,0.0,59.36746987951807,6.791465381802762
5,25.0,30.0,160,32.0,68,92,0,6,0.2875,0.0,1,0.0,0,0.0,0.0,0.0,59.6125,6.954303973080278
6,30.0,35.0,170,34.0,72,98,0,6,0.27647058823529413,0.0,1,0.0,0,0.0,0.0,0.0,59.38823529411765,6.806733893548206
7,35.0,40.0,162,32.4,68,94,0,6,0.2839506172839506,0.0,1,0.0,0,0.0,0.0,0.0,59.45679012345679,6.850339061115735
8,40.0,45.0,172,34.4,74,98,0,6,0.26744186046511625,0.0,1,0.0,0,0.0,0.0,0.0,59.343023255813954,6.780084390942075
9,45.0,50.0,158,31.6,66,92,0,6,0.2911392405063291,0.0,1,0.0,0,0.0,0.0,0.0,59.550632911392405,6.910409931560363
10,50.0,55.0,160,32.0,68,92,0,6,0.2875,0.0,1,0.0,0,0.0,0.0,0.0,59.6125,6.954303973080278
11,55.0,60.0,156,31.2,66,90,0,6,0.28846153846153844,0.0,1,0.0,0,0.0,0.0,0.0,59.59615384615385,6.942787113213841
