win_index,t_start,t_end,n_pkts,pkts_per_s,fc3,fc6,fc16,n_flows,top_flow_share,fc6_addr_entropy,fc6_addr_distinct,fc16_addr_entropy,fc16_addr_distinct,fc16_qty_mean,fc16_qty_std,fc16_qty_max,frame_len_mean,frame_len_std
0,0.0,5.0,722,144.4,718,4,0,6,0.4487534626038781,0.0,1,0.0,0,0.0,0.0,0.0,64.02908587257618,8.511877736391313
1,5.0,10.0,716,143.2,716,0,0,6,0.44972067039106145,0.0,0,0.0,0,0.0,0.0,0.0,64.09776536312849,8.514131895488381
2,10.0,15.0,722,144.4,718,4,0,6,0.4473684210526316,0.0,1,0.0,0,0.0,0.0,0.0,64.02908587257618,8.51187773639131
3,15.0,20.0,722,144.4,718,4,0,6,0.44598337950138506,0.0,1,0.0,0,0.0,0.0,0.0,64.02908587257618,8.511877736391313
4,20.0,25.0,718,143.6,716,2,0,6,0.44707520891364905,0.0,1,0.0,0,0.0,0.0,0.0,64.05013927576601,8.513155065708734
5,25.0,30.0,706,141.2,706,0,0,6,0.4546742209631728,0.0,0,0.0,0,0.0,0.0,0.0,64.11756373937678,8.513881533541742
6,30.0,35.0,712,142.4,710,2,0,6,0.4508426966292135,0.0,1,0.0,0,0.0,0.0,0.0,64.07162921348315,8.512989654127452
7,35.0,40.0,720,144.0,718,2,0,6,0.45,0.0,1,0.0,0,0.0,0.0,0.0,64.0513888888889,8.513151477037587
8,40.0,45.0,712,142.4,712,0,0,6,0.4508426966292135,0.0,0,0.0,0,0.0,0.0,0.0,64.12078651685393,8.513836421810486
9,45.0,50.0,716,143.2,714,2,0,6,0.44972067039106145,0.0,1,0.0,0,0.0,0.0,0.0,64.07402234636872,8.512977016031375
10,50.0,55.0,714,142.8,712,2,0,6,0.45098039215686275,0.0,1,0.0,0,0.0,0.0,0.0,64.04761904761905,8.51316174535018
11,55.0,60.0,710,142.0,708,2,0,6,0.44929577464788734,0.0,1,0.0,0,0.0,0.0,0.0,64.07042253521126,8.512995771440414
