win_index,t_start,t_end,n_pkts,pkts_per_s,fc3,fc6,fc16,n_flows,top_flow_share,fc6_addr_entropy,fc6_addr_distinct,fc16_addr_entropy,fc16_addr_distinct,fc16_qty_mean,fc16_qty_std,fc16_qty_max,frame_len_mean,frame_len_std
0,0.0,5.0,714,142.8,714,0,0,6,0.4523809523809524,0.0,0,0.0,0,0.0,0.0,0.0,64.1218487394958,8.513821285690883
1,5.0,10.0,724,144.8,720,4,0,6,0.44751381215469616,0.0,0,0.0,0,0.0,0.0,0.0,64.00552486187846,8.511933279222431
2,10.0,15.0,716,143.2,714,2,0,6,0.4511173184357542,0.0,0,0.0,0,0.0,0.0,0.0,64.07402234636872,8.512977016031376
3,15.0,20.0,712,142.4,712,0,0,6,0.45224719101123595,0.0,0,0.0,0,0.0,0.0,0.0,64.12078651685393,8.513836421810486
4,20.0,25.0,712,142.4,712,0,0,6,0.45224719101123595,0.0,0,0.0,0,0.0,0.0,0.0,64.09550561797752,8.514157543582073
5,25.0,30.0,714,142.8,714,0,0,6,0.4523809523809524,0.0,0,0.0,0,0.0,0.0,0.0,64.1218487394958,8.513821285690883
6,30.0,35.0,724,144.8,718,6,0,6,0.4447513812154696,0.0,0,0.0,0,0.0,0.0,0.0,63.982044198895025,8.510536739845243
7,35.0,40.0,714,142.8,714,0,0,6,0.45098039215686275,0.0,0,0.0,0,0.0,0.0,0.0,64.09663865546219,8.514144758592652
8,40.0,45.0,716,143.2,714,2,0,6,0.44972067039106145,0.0,0,0.0,0,0.0,0.0,0.0,64.07402234636872,8.512977016031376
9,45.0,50.0,720,144.0,716,4,0,6,0.4486111111111111,0.0,0,0.0,0,0.0,0.0,0.0,64.02777777777777,8.511874421820304
10,50.0,55.0,716,143.2,716,0,0,6,0.4511173184357542,0.0,0,0.0,0,0.0,0.0,0.0,64.09776536312849,8.514131895488381
11,55.0,60.0,726,145.2,720,6,0,6,0.44490358126721763,0.0,0,0.0,0,0.0,0.0,0.0,63.98347107438016,8.510551031556853
12,60.0,65.0,16,3.2,16,0,0,4,0.4375,0.0,0,0.0,0,0.0,0.0,0.0,64.5,8.5
