win_index,t_start,t_end,n_pkts,pkts_per_s,fc3,fc6,fc16,n_flows,top_flow_share,fc6_addr_entropy,fc6_addr_distinct,fc16_addr_entropy,fc16_addr_distinct,fc16_qty_mean,fc16_qty_std,fc16_qty_max,frame_len_mean,frame_len_std
0,0.0,5.0,714,142.8,712,2,0,6,0.4495798319327731,0.0,1,0.0,0,0.0,0.0,0.0,64.07282913165267,8.512983401474024
1,5.0,10.0,708,141.6,708,0,0,6,0.4533898305084746,0.0,0,0.0,0,0.0,0.0,0.0,64.11864406779661,8.513866547296647
2,10.0,15.0,720,144.0,716,4,0,6,0.4444444444444444,0.0,1,0.0,0,0.0,0.0,0.0,64.00277777777778,8.51191929365689
3,15.0,20.0,708,141.6,708,0,0,6,0.4519774011299435,0.0,0,0.0,0,0.0,0.0,0.0,64.11864406779661,8.513866547296647
4,20.0,25.0,714,142.8,712,2,0,6,0.45098039215686275,0.0,1,0.0,0,0.0,0.0,0.0,64.07282913165267,8.512983401474024
5,25.0,30.0,714,142.8,712,2,0,6,0.4495798319327731,0.0,1,0.0,0,0.0,0.0,0.0,64.07282913165267,8.512983401474024
6,30.0,35.0,712,142.4,712,0,0,6,0.4508426966292135,0.0,0,0.0,0,0.0,0.0,0.0,64.09550561797752,8.514157543582073
7,35.0,40.0,706,141.2,706,0,0,6,0.45325779036827196,0.0,0,0.0,0,0.0,0.0,0.0,64.11756373937678,8.513881533541742
8,40.0,45.0,718,143.6,714,4,0,6,0.44707520891364905,0.0,1,0.0,0,0.0,0.0,0.0,64.02646239554318,8.511870886072984
9,45.0,50.0,722,144.4,718,4,0,6,0.44598337950138506,0.0,1,0.0,0,0.0,0.0,0.0,64.00415512465374,8.511926416634278
10,50.0,55.0,708,141.6,708,0,0,6,0.4533898305084746,0.0,0,0.0,0,0.0,0.0,0.0,64.11864406779661,8.513866547296647
11,55.0,60.0,716,143.2,712,4,0,6,0.4483240223463687,0.0,1,0.0,0,0.0,0.0,0.0,64.02513966480447,8.511867125592063
12,60.0,65.0,4,0.8,4,0,0,2,0.5,0.0,0,0.0,0,0.0,0.0,0.0,64.5,8.5
