win_index,t_start,t_end,n_pkts,pkts_per_s,fc3,fc6,fc16,n_flows,top_flow_share,fc6_addr_entropy,fc6_addr_distinct,fc16_addr_entropy,fc16_addr_distinct,fc16_qty_mean,fc16_qty_std,fc16_qty_max,frame_len_mean,frame_len_std
0,0.0,5.0,710,142.0,710,0,0,6,0.4535211267605634,0.0,0,0.0,0,0.0,0.0,0.0,64.11971830985915,8.51385150952761
1,5.0,10.0,718,143.6,718,0,0,6,0.44986072423398327,0.0,0,0.0,0,0.0,0.0,0.0,64.09888579387187,8.51411895616742
2,10.0,15.0,716,143.2,714,2,0,6,0.4511173184357542,0.0,0,0.0,0,0.0,0.0,0.0,64.07402234636872,8.512977016031375
3,15.0,20.0,724,144.8,720,4,0,6,0.44613259668508287,0.0,0,0.0,0,0.0,0.0,0.0,64.0303867403315,8.51188083328498
4,20.0,25.0,716,143.2,714,2,0,6,0.45251396648044695,0.0,0,0.0,0,0.0,0.0,0.0,64.04888268156425,8.513158489461038
5,25.0,30.0,720,144.0,718,2,0,6,0.44722222222222224,0.0,0,0.0,0,0.0,0.0,0.0,64.07638888888889,8.512963856762378
6,30.0,35.0,720,144.0,716,4,0,6,0.4486111111111111,0.0,0,0.0,0,0.0,0.0,0.0,64.02777777777777,8.511874421820304
7,35.0,40.0,714,142.8,712,2,0,6,0.45098039215686275,0.0,0,0.0,0,0.0,0.0,0.0,64.04761904761905,8.51316174535018
8,40.0,45.0,714,142.8,714,0,0,6,0.4523809523809524,0.0,0,0.0,0,0.0,0.0,0.0,64.1218487394958,8.513821285690883
9,45.0,50.0,714,142.8,712,2,0,6,0.45098039215686275,0.0,0,0.0,0,0.0,0.0,0.0,64.07282913165267,8.512983401474024
10,50.0,55.0,722,144.4,718,4,0,6,0.4473684210526316,0.0,0,0.0,0,0.0,0.0,0.0,64.00415512465374,8.511926416634278
11,55.0,60.0,718,143.6,716,2,0,6,0.45125348189415043,0.0,0,0.0,0,0.0,0.0,0.0,64.07520891364902,8.512970500306283
12,60.0,65.0,24,4.8,24,0,0,4,0.4583333333333333,0.0,0,0.0,0,0.0,0.0,0.0,63.75,8.511022265274601
