win_index,t_start,t_end,n_pkts,pkts_per_s,fc3,fc6,fc16,n_flows,top_flow_share,fc6_addr_entropy,fc6_addr_distinct,fc16_addr_entropy,fc16_addr_distinct,fc16_qty_mean,fc16_qty_std,fc16_qty_max,frame_len_mean,frame_len_std
0,0.0,5.0,708,141.6,708,0,0,6,0.4548022598870056,0.0,0,0.0,0,0.0,0.0,0.0,64.11864406779661,8.513866547296649
1,5.0,10.0,720,144.0,716,4,0,6,0.44722222222222224,0.0,1,0.0,0,0.0,0.0,0.0,64.00277777777778,8.51191929365689
2,10.0,15.0,712,142.4,712,0,0,6,0.45224719101123595,0.0,0,0.0,0,0.0,0.0,0.0,64.12078651685393,8.513836421810486
3,15.0,20.0,726,145.2,720,6,0,6,0.44352617079889806,0.0,1,0.0,0,0.0,0.0,0.0,63.98347107438016,8.510551031556854
4,20.0,25.0,712,142.4,710,2,0,6,0.4508426966292135,0.0,1,0.0,0,0.0,0.0,0.0,64.07162921348315,8.512989654127452
5,25.0,30.0,716,143.2,714,2,0,6,0.4483240223463687,0.0,1,0.0,0,0.0,0.0,0.0,64.04888268156425,8.513158489461038
6,30.0,35.0,708,141.6,708,0,0,6,0.4533898305084746,0.0,0,0.0,0,0.0,0.0,0.0,64.11864406779661,8.513866547296649
7,35.0,40.0,708,141.6,708,0,0,6,0.4519774011299435,0.0,0,0.0,0,0.0,0.0,0.0,64.11864406779661,8.513866547296647
8,40.0,45.0,720,144.0,716,4,0,6,0.44722222222222224,0.0,1,0.0,0,0.0,0.0,0.0,64.00277777777778,8.51191929365689
9,45.0,50.0,708,141.6,708,0,0,6,0.4533898305084746,0.0,0,0.0,0,0.0,0.0,0.0,64.11864406779661,8.513866547296647
10,50.0,55.0,710,142.0,710,0,0,6,0.45211267605633804,0.0,0,0.0,0,0.0,0.0,0.0,64.11971830985915,8.51385150952761
11,55.0,60.0,710,142.0,710,0,0,6,0.4535211267605634,0.0,0,0.0,0,0.0,0.0,0.0,64.09436619718309,8.514170248522719
12,60.0,65.0,28,5.6,28,0,0,4,0.4642857142857143,0.0,0,0.0,0,0.0,0.0,0.0,64.5,8.5
