win_index,t_start,t_end,n_pkts,pkts_per_s,fc3,fc6,fc16,n_flows,top_flow_share,fc6_addr_entropy,fc6_addr_distinct,fc16_addr_entropy,fc16_addr_distinct,fc16_qty_mean,fc16_qty_std,fc16_qty_max,frame_len_mean,frame_len_std
0,0.0,5.0,144,28.8,140,4,0,8,0.1736111111111111,0.0,1,0.0,0,0.0,0.0,0.0,64.01388888888889,8.500805608155865
1,5.0,10.0,148,29.6,144,4,0,8,0.16891891891891891,0.0,1,0.0,0,0.0,0.0,0.0,64.02702702702703,8.501149322890424
2,10.0,15.0,156,31.2,148,8,0,8,0.16025641025641027,0.0,1,0.0,0,0.0,0.0,0.0,63.6025641025641,8.479749245793279
3,15.0,20.0,136,27.2,136,0,0,8,0.17647058823529413,0.0,0,0.0,0,0.0,0.0,0.0,64.5,8.5
4,20.0,25.0,144,28.8,140,4,0,8,0.16666666666666666,0.0,1,0.0,0,0.0,0.0,0.0,64.01388888888889,8.500805608155865
5,25.0,30.0,156,31.2,148,8,0,8,0.16025641025641027,0.0,1,0.0,0,0.0,0.0,0.0,63.833333333333336,8.487421562896753
6,30.0,35.0,144,28.8,140,4,0,8,0.16666666666666666,0.0,1,0.0,0,0.0,0.0,0.0,63.763888888888886,8.497537315722642
7,35.0,40.0,156,31.2,148,8,0,8,0.15384615384615385,0.0,1,0.0,0,0.0,0.0,0.0,63.6025641025641,8.47974924579328
8,40.0,45.0,140,28.0,136,4,0,8,0.16428571428571428,0.0,1,0.0,0,0.0,0.0,0.0,64.0,8.500420157682964
9,45.0,50.0,136,27.2,136,0,0,8,0.17647058823529413,0.0,0,0.0,0,0.0,0.0,0.0,64.5,8.5
10,50.0,55.0,152,30.4,144,8,0,8,0.15789473684210525,0.0,1,0.0,0,0.0,0.0,0.0,63.578947368421055,8.477932900205548
11,55.0,60.0,136,27.2,136,0,0,8,0.18382352941176472,0.0,0,0.0,0,0.0,0.0,0.0,64.5,8.5
