win_index,t_start,t_end,n_pkts,pkts_per_s,fc3,fc6,fc16,n_flows,top_flow_share,fc6_addr_entropy,fc6_addr_distinct,fc16_addr_entropy,fc16_addr_distinct,fc16_qty_mean,fc16_qty_std,fc16_qty_max,frame_len_mean,frame_len_std
0,0.0,5.0,710,142.0,710,0,0,6,0.4535211267605634,0.0,0,0.0,0,0.0,0.0,0.0,64.11971830985915,8.51385150952761
1,5.0,10.0,710,142.0,710,0,0,6,0.45211267605633804,0.0,0,0.0,0,0.0,0.0,0.0,64.11971830985915,8.51385150952761
2,10.0,15.0,720,144.0,720,0,0,6,0.4527777777777778,0.0,0,0.0,0,0.0,0.0,0.0,64.1,8.514105942493316
3,15.0,20.0,718,143.6,718,0,0,6,0.45125348189415043,0.0,0,0.0,0,0.0,0.0,0.0,64.12395543175488,8.51379087427792
4,20.0,25.0,712,142.4,712,0,0,6,0.45224719101123595,0.0,0,0.0,0,0.0,0.0,0.0,64.09550561797752,8.514157543582073
5,25.0,30.0,716,143.2,714,2,0,6,0.44972067039106145,0.0,1,0.0,0,0.0,0.0,0.0,64.07402234636872,8.512977016031375
6,30.0,35.0,724,144.8,722,2,0,6,0.45027624309392267,0.0,1,0.0,0,0.0,0.0,0.0,64.07872928176796,8.512950195860999
7,35.0,40.0,714,142.8,712,2,0,6,0.4523809523809524,0.0,1,0.0,0,0.0,0.0,0.0,64.04761904761905,8.51316174535018
8,40.0,45.0,720,144.0,718,2,0,6,0.44722222222222224,0.0,1,0.0,0,0.0,0.0,0.0,64.07638888888889,8.512963856762376
9,45.0,50.0,720,144.0,716,4,0,6,0.44583333333333336,0.0,1,0.0,0,0.0,0.0,0.0,64.02777777777777,8.511874421820304
10,50.0,55.0,714,142.8,712,2,0,6,0.4495798319327731,0.0,1,0.0,0,0.0,0.0,0.0,64.04761904761905,8.51316174535018
11,55.0,60.0,726,145.2,720,6,0,6,0.44352617079889806,0.0,1,0.0,0,0.0,0.0,0.0,63.98347107438016,8.510551031556854
12,60.0,65.0,12,2.4,12,0,0,4,0.4166666666666667,0.0,0,0.0,0,0.0,0.0,0.0,64.5,8.5
