win_index,t_start,t_end,n_pkts,pkts_per_s,fc3,fc6,fc16,n_flows,top_flow_share,fc6_addr_entropy,fc6_addr_distinct,fc16_addr_entropy,fc16_addr_distinct,fc16_qty_mean,fc16_qty_std,fc16_qty_max,frame_len_mean,frame_len_std
0,0.0,5.0,724,144.8,718,6,0,6,0.4447513812154696,0.0,1,0.0,0,0.0,0.0,0.0,63.982044198895025,8.510536739845243
1,5.0,10.0,718,143.6,714,4,0,6,0.44846796657381616,0.0,1,0.0,0,0.0,0.0,0.0,64.02646239554318,8.511870886072984
2,10.0,15.0,716,143.2,714,2,0,6,0.4483240223463687,0.0,1,0.0,0,0.0,0.0,0.0,64.04888268156425,8.513158489461038
3,15.0,20.0,714,142.8,712,2,0,6,0.4495798319327731,0.0,1,0.0,0,0.0,0.0,0.0,64.07282913165267,8.512983401474024
4,20.0,25.0,714,142.8,714,0,0,6,0.45098039215686275,0.0,0,0.0,0,0.0,0.0,0.0,64.1218487394958,8.513821285690883
5,25.0,30.0,710,142.0,710,0,0,6,0.45211267605633804,0.0,0,0.0,0,0.0,0.0,0.0,64.09436619718309,8.514170248522719
6,30.0,35.0,722,144.4,718,4,0,6,0.4473684210526316,0.0,1,0.0,0,0.0,0.0,0.0,64.02908587257618,8.51187773639131
7,35.0,40.0,718,143.6,714,4,0,6,0.44707520891364905,0.0,1,0.0,0,0.0,0.0,0.0,64.02646239554318,8.511870886072984
8,40.0,45.0,712,142.4,712,0,0,6,0.45224719101123595,0.0,0,0.0,0,0.0,0.0,0.0,64.09550561797752,8.514157543582073
9,45.0,50.0,714,142.8,714,0,0,6,0.45098039215686275,0.0,0,0.0,0,0.0,0.0,0.0,64.1218487394958,8.513821285690883
10,50.0,55.0,718,143.6,716,2,0,6,0.44707520891364905,0.0,1,0.0,0,0.0,0.0,0.0,64.07520891364902,8.512970500306283
11,55.0,60.0,708,141.6,708,0,0,6,0.4519774011299435,0.0,0,0.0,0,0.0,0.0,0.0,64.11864406779661,8.513866547296647
12,60.0,65.0,24,4.8,24,0,0,4,0.4583333333333333,0.0,0,0.0,0,0.0,0.0,0.0,63.75,8.511022265274601
