win_index,t_start,t_end,n_pkts,pkts_per_s,fc3,fc6,fc16,n_flows,top_flow_share,fc6_addr_entropy,fc6_addr_distinct,fc16_addr_entropy,fc16_addr_distinct,fc16_qty_mean,fc16_qty_std,fc16_qty_max,frame_len_mean,frame_len_std
0,0.0,5.0,143,28.6,139,4,0,8,0.16783216783216784,0.0,1,0.0,0,0.0,0.0,0.0,63.95104895104895,8.497081910726992
1,5.0,10.0,129,25.8,129,0,0,8,0.17829457364341086,0.0,0,0.0,0,0.0,0.0,0.0,64.56589147286822,8.499744602857389
2,10.0,15.0,140,28.0,136,4,0,8,0.17142857142857143,0.0,1,0.0,0,0.0,0.0,0.0,64.0,8.500420157682964
3,15.0,20.0,140,28.0,136,4,0,8,0.17142857142857143,0.0,1,0.0,0,0.0,0.0,0.0,64.0,8.500420157682964
4,20.0,25.0,132,26.4,132,0,0,8,0.17424242424242425,0.0,0,0.0,0,0.0,0.0,0.0,64.5,8.5
5,25.0,30.0,140,28.0,140,0,0,8,0.17857142857142858,0.0,0,0.0,0,0.0,0.0,0.0,64.5,8.5
6,30.0,35.0,136,27.2,136,0,0,8,0.17647058823529413,0.0,0,0.0,0,0.0,0.0,0.0,64.5,8.5
7,35.0,40.0,140,28.0,136,4,0,8,0.17142857142857143,0.0,1,0.0,0,0.0,0.0,0.0,64.0,8.500420157682964
8,40.0,45.0,140,28.0,140,0,0,8,0.17857142857142858,0.0,0,0.0,0,0.0,0.0,0.0,64.5,8.5
9,45.0,50.0,144,28.8,140,4,0,8,0.16666666666666666,0.0,1,0.0,0,0.0,0.0,0.0,64.01388888888889,8.500805608155865
10,50.0,55.0,140,28.0,136,4,0,8,0.16428571428571428,0.0,1,0.0,0,0.0,0.0,0.0,64.0,8.500420157682964
11,55.0,60.0,144,28.8,140,4,0,8,0.16666666666666666,0.0,1,0.0,0,0.0,0.0,0.0,64.01388888888889,8.500805608155865
