win_index,t_start,t_end,n_pkts,pkts_per_s,fc3,fc6,fc16,n_flows,top_flow_share,fc6_addr_entropy,fc6_addr_distinct,fc16_addr_entropy,fc16_addr_distinct,fc16_qty_mean,fc16_qty_std,fc16_qty_max,frame_len_mean,frame_len_std
0,0.0,5.0,162,32.4,68,94,0,6,0.29012345679012347,0.0,0,0.0,0,0.0,0.0,0.0,59.5679012345679,6.922745247950646
1,5.0,10.0,168,33.6,74,94,0,6,0.27380952380952384,0.0,0,0.0,0,0.0,0.0,0.0,59.63690476190476,6.9790721132796865
2,10.0,15.0,170,34.0,74,96,0,6,0.27058823529411763,0.0,0,0.0,0,0.0,0.0,0.0,59.48823529411764,6.880696130389302
3,15.0,20.0,166,33.2,72,94,0,6,0.27710843373493976,0.0,0,0.0,0,0.0,0.0,0.0,59.57831325301205,6.9379704020313415
4,20.0,25.0,158,31.6,66,92,0,6,0.2911392405063291,0.0,0,0.0,0,0.0,0.0,0.0,59.550632911392405,6.910409931560363
5,25.0,30.0,168,33.6,70,98,0,6,0.27976190476190477,0.0,0,0.0,0,0.0,0.0,0.0,59.32738095238095,6.7607912186736305
6,30.0,35.0,162,32.4,68,94,0,6,0.2839506172839506,0.0,0,0.0,0,0.0,0.0,0.0,59.45679012345679,6.850339061115735
7,35.0,40.0,158,31.6,66,92,0,6,0.2911392405063291,0.0,0,0.0,0,0.0,0.0,0.0,59.550632911392405,6.910409931560363
8,40.0,45.0,170,34.0,74,96,0,6,0.27058823529411763,0.0,0,0.0,0,0.0,0.0,0.0,59.48823529411764,6.880696130389302
9,45.0,50.0,170,34.0,74,96,0,6,0.27058823529411763,0.0,0,0.0,0,0.0,0.0,0.0,59.48823529411764,6.880696130389302
10,50.0,55.0,168,33.6,70,98,0,6,0.27976190476190477,0.0,0,0.0,0,0.0,0.0,0.0,59.32738095238095,6.76079121867363
11,55.0,60.0,160,32.0,68,92,0,6,0.2875,0.0,0,0.0,0,0.0,0.0,0.0,59.6125,6.954303973080278
12,60.0,65.0,4,0.8,2,2,0,4,0.25,0.0,0,0.0,0,0.0,0.0,0.0,60.25,7.361215932167728
